price,brand,model,year,condition,transmission,body_type,fuel_type,engine_capacity,mileage,car_age
16490000.0,Volkswagen,Golf,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,2000,3
1820000.0,Mazda,Familia,1992,Used,Manual,Saloon,Petrol,1500,192000,34
17500000.0,Toyota,Corolla,2024,Used,Automatic,Saloon,Petrol,1490,18000,2
12290000.0,Toyota,Premio,2015,Used,Automatic,Saloon,Petrol,1500,175000,11
12550000.0,Toyota,Aqua,2023,Used,Automatic,Hatchback,Hybrid,1500,33000,3
33500000.0,BMW,730Ld,2011,Used,Tiptronic,Saloon,Diesel,3000,133000,15
8650000.0,Honda,N-Box,2025,Brand New,Automatic,Hatchback,Petrol,658,15,1
12550000.0,Kia,Other Model,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
2050000.0,Maruti Suzuki,800,2006,Used,Manual,SUV / 4x4,Petrol,800,92500,20
16900000.0,Mercedes Benz,C180,2016,Used,Automatic,Saloon,Petrol,1590,104250,10
7000000.0,Nissan,Navara,2007,Used,Manual,SUV / 4x4,Diesel,2500,214561,19
18500000.0,BMW,520d,2013,Used,Automatic,Saloon,Diesel,2000,224000,13
12500000.0,Kia,Other Model,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
13650000.0,Toyota,Hilux,2024,Brand New,Automatic,SUV / 4x4,Diesel,2400,650,2
6500000.0,Suzuki,Wagon R,2017,Used,Automatic,Unknown,Petrol,650,100000,9
5850000.0,Daihatsu,Mira,2023,Brand New,Automatic,Hatchback,Petrol,658,0,3
11490000.0,Honda,Vezel,2017,Used,Automatic,SUV / 4x4,Hybrid,1500,130000,9
5100000.0,Perodua,Axia,2016,Used,Manual,Hatchback,Petrol,998,35651,10
11500000.0,Skoda,Karoq,2018,Used,Automatic,SUV / 4x4,Petrol,1000,75984,8
4200000.0,Nissan,Sunny,2004,Used,Automatic,Saloon,Petrol,1500,176400,22
51950000.0,Toyota,Land Cruiser Prado,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,2700,19000,3
13500000.0,Honda,Amaze,2026,Brand New,Automatic,Saloon,Petrol,1200,0,0
5200000.0,Toyota,Vios,2004,Used,Automatic,Saloon,Petrol,1500,112000,22
31500000.0,Ford,Ranger,2024,Used,Automatic,SUV / 4x4,Diesel,3000,4700,2
16500000.0,Volkswagen,Golf,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,15000,3
15200000.0,BAIC,X55 II,2025,Brand New,Automatic,SUV / 4x4,Petrol,1500,0,1
13250000.0,Nissan,Almera,2025,Brand New,Automatic,Saloon,Petrol,1000,0,1
21000000.0,Toyota,Yaris Cross,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
12500000.0,Kia,Other Model,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,50,1
6690000.0,Honda,Fit,2013,Used,Automatic,Hatchback,Hybrid,1300,85000,13
6300000.0,Suzuki,Wagon R FZ,2017,Used,Automatic,Hatchback,Hybrid,660,171000,9
6390000.0,Daihatsu,Mira,2023,Reconditioned,Automatic,Hatchback,Petrol,660,4000,3
94300000.0,Toyota,Land Cruiser Sahara,2025,Brand New,Automatic,SUV / 4x4,Petrol,3500,250,1
38500000.0,Jaguar,F-Type,2018,Used,Automatic,Coupe/Sports,Petrol,2000,25000,8
8300000.0,Honda,Civic,2012,Used,Automatic,Saloon,Petrol,1600,104000,14
3750000.0,Suzuki,Alto,2015,Used,Manual,Hatchback,Petrol,800,111000,11
13950000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1200,0,1
19500000.0,Mercedes Benz,C180,2016,Used,Automatic,Saloon,Petrol,1600,110000,10
16200000.0,Toyota,Yaris Cross,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,1500,8800,3
9800000.0,Mazda,Axela,2014,Used,Automatic,Saloon,Petrol,2000,90000,12
7380000.0,Toyota,Aqua,2013,Used,Automatic,Unknown,Petrol,1500,162000,13
8250000.0,Daihatsu,Taft,2023,Reconditioned,Automatic,Hatchback,Petrol,658,9188,3
33800000.0,Ford,Raptor Ranger,2025,Brand New,Automatic,SUV / 4x4,Diesel,3000,25,1
9950000.0,Toyota,Premio,2012,Used,Automatic,Unknown,Petrol,1500,140000,14
33000000.0,Jeep,Wrangler,2015,Used,Automatic,SUV / 4x4,Diesel,3000,130000,11
10850000.0,Toyota,Premio,2013,Used,Automatic,Saloon,Petrol,1490,110000,13
27500000.0,BMW,335i,2014,Used,Automatic,Saloon,Petrol,3000,80000,12
13950000.0,Audi,Q2,2017,Used,Automatic,SUV / 4x4,Petrol,990,102000,9
7000000.0,Toyota,Aqua,2012,Used,Automatic,Hatchback,Hybrid,1500,111000,14
5600000.0,Perodua,Axia,2016,Used,Automatic,Hatchback,Petrol,1000,85000,10
9850000.0,Toyota,Roomy,2023,Used,Automatic,Hatchback,Petrol,1000,52640,3
12275000.0,Kia,Other Model,2025,Brand New,Tiptronic,Hatchback,Petrol,1000,0,1
11390000.0,Toyota,Taisor,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
28200000.0,Honda,CRV,2023,Reconditioned,Automatic,SUV / 4x4,Petrol,1500,7000,3
9950000.0,Nissan,Magnite,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,30,1
8150000.0,Daihatsu,Taft,2024,Used,Automatic,Hatchback,Petrol,658,9805,2
13750000.0,Honda,City,2025,Brand New,Automatic,Saloon,Petrol,1000,310,1
18500000.0,BMW,X5,2011,Used,Automatic,SUV / 4x4,Petrol,3000,80000,15
9550000.0,Suzuki,Spacia,2024,Used,Automatic,Hatchback,Hybrid,660,1830,2
18750000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,59,1
17750000.0,Toyota,Premio,2019,Used,Automatic,Saloon,Petrol,1490,78500,7
19600000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
8400000.0,Suzuki,Spacia,2024,Import,Automatic,Unknown,Hybrid,660,10,2
13450000.0,Audi,Q5,2011,Used,Automatic,SUV / 4x4,Petrol,2000,87500,15
2375000.0,Hyundai,Atos,2004,Used,Manual,Hatchback,Petrol,1000,130000,22
12000000.0,Land Rover,Freelander,2013,Used,Automatic,Unknown,Diesel,2200,64430,13
27000000.0,BMW,530e,2018,Used,Automatic,Saloon,Other fuel type,1998,109590,8
33950000.0,Ford,Raptor Ranger,2025,Brand New,Automatic,SUV / 4x4,Diesel,2000,6,1
41500000.0,Toyota,Land Cruiser Prado,2017,Used,Automatic,SUV / 4x4,Petrol,2700,94000,9
13700000.0,Toyota,Rush,2018,Used,Automatic,Station wagon,Petrol,1496,39942,8
8800000.0,DFSK,Glory,2022,Used,Automatic,SUV / 4x4,Petrol,1500,37000,4
13150000.0,Toyota,Raize,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
16950000.0,Peugeot,5008,2019,Used,Automatic,SUV / 4x4,Petrol,1200,54000,7
12900000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,254,1
8600000.0,Nissan,Dayz,2024,Reconditioned,Automatic,Hatchback,Hybrid,650,2900,2
11550000.0,Toyota,Vanguard,2013,Used,Automatic,SUV / 4x4,Petrol,2360,196000,13
15975000.0,Toyota,Yaris Ativ,2025,Brand New,Tiptronic,Saloon,Petrol,1200,0,1
17000000.0,Mercedes Benz,E300,2014,Used,Tiptronic,Saloon,Hybrid,2200,110000,12
8600000.0,Suzuki,Spacia,2024,Import,Automatic,Unknown,Hybrid,660,4000,2
13995000.0,Toyota,Raize,2025,Brand New,Automatic,Hatchback,Hybrid,1200,0,1
17000000.0,Honda,CRV,2019,Used,Automatic,SUV / 4x4,Petrol,1500,167000,7
10900000.0,Toyota,Roomy,2024,Reconditioned,Automatic,Hatchback,Petrol,1000,4000,2
12650000.0,Toyota,Yaris,2022,Reconditioned,Automatic,Hatchback,Hybrid,1490,22000,4
5300000.0,Toyota,Vitz,2007,Used,Automatic,Hatchback,Petrol,1000,152000,19
12000000.0,Honda,Civic,2018,Used,Automatic,Hatchback,Petrol,1000,75000,8
19800000.0,BMW,520d,2012,Used,Automatic,Saloon,Diesel,2000,116000,14
7900000.0,Nissan,Dayz,2025,Brand New,Automatic,Hatchback,Petrol,650,0,1
5350000.0,Suzuki,Wagon R FZ,2016,Used,Automatic,Hatchback,Hybrid,650,85000,10
18750000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,59,1
20000000.0,Toyota,Land Cruiser Sahara,2005,Used,Manual,SUV / 4x4,Diesel,4500,291000,21
19600000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
8400000.0,Suzuki,Spacia,2024,Import,Automatic,Unknown,Hybrid,660,10,2
8900000.0,Suzuki,Spacia,2024,Import,Automatic,Unknown,Hybrid,660,10,2
12000000.0,Land Rover,Freelander,2013,Used,Automatic,Unknown,Diesel,2200,64430,13
19800000.0,BMW,520d,2012,Used,Automatic,Saloon,Diesel,2000,116000,14
120000000.0,Toyota,Land Cruiser Sahara,2025,Brand New,Automatic,Station wagon,Diesel,3446,10,1
33950000.0,Ford,Raptor Ranger,2025,Brand New,Automatic,SUV / 4x4,Diesel,2000,6,1
13700000.0,Toyota,Rush,2018,Used,Automatic,Station wagon,Petrol,1496,39942,8
17790000.0,Toyota,Yaris Cross,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
6390000.0,Daihatsu,Mira,2023,Reconditioned,Automatic,Hatchback,Petrol,660,2000,3
4600000.0,Mitsubishi,Pajero,2000,Used,Manual,Unknown,Petrol,1800,189999,26
8100000.0,Honda,Insight,2012,Used,Automatic,Hatchback,Petrol,1500,136000,14
12900000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,254,1
12150000.0,Toyota,Yaris,2019,Used,Automatic,Saloon,Petrol,1200,73988,7
17250000.0,Lexus,NX,2014,Used,Automatic,SUV / 4x4,Petrol,2000,146000,12
8600000.0,Nissan,Dayz,2024,Reconditioned,Automatic,Hatchback,Hybrid,650,2900,2
17000000.0,Mercedes Benz,E300,2014,Used,Tiptronic,Saloon,Hybrid,2200,110000,12
11000000.0,Nissan,Qashqai,2017,Used,Automatic,SUV / 4x4,Petrol,1200,236000,9
8395000.0,Suzuki,Wagon R,2025,Brand New,Automatic,Station wagon,Hybrid,650,0,1
8800000.0,Suzuki,Spacia,2024,Import,Automatic,Unknown,Hybrid,660,2000,2
8800000.0,Honda,Vezel,2014,Used,Automatic,Unknown,Hybrid,1500,103000,12
31000000.0,Mitsubishi,Montero,2015,Used,Automatic,Unknown,Diesel,3200,150000,11
52800000.0,Toyota,Land Cruiser Prado,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,2700,13000,3
3350000.0,Suzuki,Alto,2003,Used,Manual,Hatchback,Petrol,660,92000,23
21500000.0,Audi,A3,2023,Reconditioned,Automatic,Saloon,Petrol,1000,20000,3
9750000.0,Toyota,Premio,2012,Used,Automatic,Saloon,Petrol,1500,175000,14
17750000.0,Toyota,Premio,2019,Used,Automatic,Saloon,Petrol,1490,78500,7
13450000.0,Audi,Q5,2011,Used,Automatic,SUV / 4x4,Petrol,2000,87500,15
2375000.0,Hyundai,Atos,2004,Used,Manual,Hatchback,Petrol,1000,130000,22
25500000.0,Toyota,Corolla,2026,Import,Automatic,SUV / 4x4,Hybrid,1800,0,0
21450000.0,Mitsubishi,Montero,2013,Used,Automatic,SUV / 4x4,Diesel,3200,125000,13
27000000.0,BMW,530e,2018,Used,Automatic,Saloon,Other fuel type,1998,109590,8
45950000.0,Toyota,Land Cruiser Prado,2017,Reconditioned,Automatic,SUV / 4x4,Diesel,3000,67500,9
8800000.0,DFSK,Glory,2022,Used,Automatic,SUV / 4x4,Petrol,1500,37000,4
13150000.0,Toyota,Raize,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
16950000.0,Peugeot,5008,2019,Used,Automatic,SUV / 4x4,Petrol,1200,54000,7
7400000.0,Suzuki,Spacia,2025,Import,Automatic,Unknown,Hybrid,660,21000,1
10850000.0,Honda,Vezel,2016,Used,Automatic,SUV / 4x4,Petrol,1500,53000,10
11550000.0,Toyota,Vanguard,2013,Used,Automatic,SUV / 4x4,Petrol,2360,196000,13
47750000.0,Toyota,Harrier,2025,Brand New,Automatic,SUV / 4x4,Hybrid,2500,100,1
11650000.0,Honda,Vezel,2017,Used,Automatic,SUV / 4x4,Petrol,1500,75000,9
8600000.0,Suzuki,Spacia,2024,Import,Automatic,Unknown,Hybrid,660,4000,2
13995000.0,Toyota,Raize,2025,Brand New,Automatic,Hatchback,Hybrid,1200,0,1
17000000.0,Honda,CRV,2019,Used,Automatic,SUV / 4x4,Petrol,1500,167000,7
6550000.0,Daihatsu,Mira,2024,Reconditioned,Automatic,Hatchback,Petrol,660,2300,2
10900000.0,Toyota,Roomy,2024,Reconditioned,Automatic,Hatchback,Petrol,1000,4000,2
12650000.0,Toyota,Yaris,2022,Reconditioned,Automatic,Hatchback,Hybrid,1490,22000,4
5300000.0,Toyota,Vitz,2007,Used,Automatic,Hatchback,Petrol,1000,152000,19
12000000.0,Honda,Civic,2018,Used,Automatic,Hatchback,Petrol,1000,75000,8
16975000.0,Honda,Vezel,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,1500,10000,3
27090000.0,Honda,CRV,2025,Brand New,Tiptronic,SUV / 4x4,Petrol,1500,0,1
2775000.0,Toyota,Corsa,1996,Used,Manual,Saloon,Petrol,1300,50000,30
13500000.0,Toyota,Aqua,2024,Import,Automatic,Hatchback,Hybrid,1500,5000,2
24000000.0,Mercedes Benz,CLA 180,2019,Used,Tiptronic,Saloon,Petrol,1300,15000,7
55000000.0,Volvo,XC90,2025,Import,Automatic,SUV / 4x4,Hybrid,2000,0,1
12050000.0,Toyota,Taisor,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
21000000.0,Honda,Civic,2024,Import,Automatic,Saloon,Petrol,1500,5000,2
7975000.0,Toyota,Axio,2010,Used,Automatic,Saloon,Petrol,1500,120000,16
7250000.0,Toyota,Axio,2009,Used,Automatic,Saloon,Petrol,1500,155000,17
15500000.0,Honda,WR-V,2024,Import,Automatic,SUV / 4x4,Petrol,1500,5000,2
2800000.0,Maruti Suzuki,Alto,2011,Used,Manual,Hatchback,Petrol,800,160000,15
32000000.0,Mini,Cooper,2025,Import,Automatic,Hatchback,Petrol,1500,57,1
6500000.0,Mercedes Benz,C220,2000,Used,Manual,Unknown,Diesel,2148,174000,26
7750000.0,Suzuki,Swift,2017,Used,Automatic,Hatchback,Petrol,1000,99000,9
5500000.0,Suzuki,Wagon R FZ,2014,Used,Automatic,Unknown,Petrol,660,125000,12
31990000.0,Honda,CRV,2025,Brand New,Tiptronic,SUV / 4x4,Petrol,1500,0,1
7200000.0,Nissan,Dayz,2023,Import,Automatic,Hatchback,Petrol,650,9000,3
19750000.0,Honda,Vezel,2024,Reconditioned,Automatic,SUV / 4x4,Hybrid,1498,2000,2
32090000.0,Kia,Sportage,2025,Brand New,Tiptronic,SUV / 4x4,Hybrid,1600,0,1
29390000.0,Honda,CRV,2025,Brand New,Tiptronic,SUV / 4x4,Petrol,1500,0,1
50800000.0,Toyota,Land Cruiser Prado,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,2700,23000,3
20800000.0,Nissan,Serena,2025,Import,Automatic,MPV,Hybrid,1400,0,1
15200000.0,BAIC,X55 II,2025,Brand New,Automatic,SUV / 4x4,Petrol,1500,0,1
6750000.0,Honda,Fit,2012,Used,Automatic,Hatchback,Hybrid,1300,128000,14
9500000.0,Suzuki,XBee,2023,Import,Automatic,Hatchback,Hybrid,1000,10000,3
40000000.0,Ford,Mustang,2024,Used,Automatic,SUV / 4x4,Electric,198,19000,2
8500000.0,Mitsubishi,Lancer,2008,Used,Automatic,Saloon,Petrol,1500,197000,18
27090000.0,Honda,CRV,2025,Brand New,Tiptronic,SUV / 4x4,Petrol,1500,0,1
13500000.0,Toyota,Aqua,2024,Import,Automatic,Hatchback,Hybrid,1500,5000,2
1800000.0,Suzuki,Maruti,2003,Used,Manual,Saloon,Petrol,800,81683,23
28000000.0,Mercedes Benz,GLA 180,2023,Import,Automatic,SUV / 4x4,Petrol,1330,7000,3
6390000.0,Daihatsu,Mira,2023,Reconditioned,Automatic,Hatchback,Petrol,650,2000,3
4900000.0,DFSK,Glory,2018,Used,Manual,MPV,Petrol,1500,90000,8
24000000.0,Mercedes Benz,CLA 180,2019,Used,Tiptronic,Saloon,Petrol,1300,15000,7
8975000.0,Suzuki,Wagon R Stingray,2025,Brand New,Automatic,Hatchback,Hybrid,650,0,1
36000000.0,Toyota,Land Cruiser Prado,2015,Used,Automatic,SUV / 4x4,Petrol,2700,92000,11
14550000.0,Peugeot,3008,2019,Used,Automatic,SUV / 4x4,Petrol,1200,98000,7
26500000.0,BMW,218i,2024,Reconditioned,Automatic,Saloon,Petrol,1500,5000,2
21000000.0,Honda,Civic,2024,Import,Automatic,Saloon,Petrol,1500,5000,2
5500000.0,Toyota,Vitz,2008,Used,Automatic,Hatchback,Petrol,990,140000,18
15500000.0,Honda,WR-V,2024,Import,Automatic,SUV / 4x4,Petrol,1500,5000,2
2800000.0,Maruti Suzuki,Alto,2011,Used,Manual,Hatchback,Petrol,800,160000,15
32000000.0,Mini,Cooper,2025,Import,Automatic,Hatchback,Petrol,1500,57,1
17200000.0,Honda,Vezel,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,1500,20000,2
12500000.0,Audi,Q2,2018,Used,Automatic,Hatchback,Petrol,1000,66000,8
32090000.0,Kia,Sportage,2025,Brand New,Tiptronic,SUV / 4x4,Hybrid,1600,0,1
6990000.0,Toyota,Vitz,2016,Used,Automatic,Hatchback,Petrol,1000,139000,10
7885000.0,Suzuki,Wagon R Stingray,2018,Used,Automatic,Hatchback,Hybrid,650,80634,8
4785000.0,Perodua,Viva Elite,2011,Used,Automatic,Hatchback,Petrol,1000,76598,15
24000000.0,Ford,Ranger,2017,Used,Automatic,Unknown,Diesel,3200,86000,9
6250000.0,Toyota,Wigo,2017,Used,Automatic,Hatchback,Petrol,1000,75000,9
8490000.0,Daihatsu,Taft,2023,Reconditioned,Automatic,Station wagon,Petrol,650,7900,3
13700000.0,Honda,City,2025,Brand New,Tiptronic,Saloon,Petrol,1000,0,1
9500000.0,Suzuki,XBee,2023,Import,Automatic,Hatchback,Hybrid,1000,10000,3
19500000.0,Audi,A3,2023,Import,Automatic,Saloon,Hybrid,1000,8000,3
2775000.0,Toyota,Corsa,1996,Used,Manual,Saloon,Petrol,1300,50000,30
11950000.0,Honda,Civic,2017,Used,Automatic,Saloon,Petrol,1000,85000,9
28500000.0,BMW,X5,2016,Used,Automatic,SUV / 4x4,Hybrid,2000,66000,10
55000000.0,Volvo,XC90,2025,Import,Automatic,SUV / 4x4,Hybrid,2000,0,1
12050000.0,Toyota,Taisor,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
7975000.0,Toyota,Axio,2010,Used,Automatic,Saloon,Petrol,1500,120000,16
6975000.0,Toyota,Corolla,2007,Used,Automatic,Saloon,Petrol,1590,254000,19
18950000.0,Toyota,Yaris,2025,Brand New,Automatic,Saloon,Hybrid,1500,0,1
58000000.0,Toyota,Alphard,2025,Import,Automatic,MPV,Hybrid,2500,0,1
55000000.0,Volvo,XC90,2025,Import,Automatic,SUV / 4x4,Hybrid,2000,0,1
6500000.0,Mercedes Benz,C220,2000,Used,Manual,Unknown,Diesel,2148,174000,26
7750000.0,Suzuki,Swift,2017,Used,Automatic,Hatchback,Petrol,1000,99000,9
5500000.0,Suzuki,Wagon R FZ,2014,Used,Automatic,Unknown,Petrol,660,125000,12
31990000.0,Honda,CRV,2025,Brand New,Tiptronic,SUV / 4x4,Petrol,1500,0,1
7200000.0,Nissan,Dayz,2023,Import,Automatic,Hatchback,Petrol,650,9000,3
7150000.0,Toyota,Axio,2007,Used,Automatic,Saloon,Petrol,1500,154600,19
19750000.0,Honda,Vezel,2024,Reconditioned,Automatic,SUV / 4x4,Hybrid,1498,2000,2
29390000.0,Honda,CRV,2025,Brand New,Tiptronic,SUV / 4x4,Petrol,1500,0,1
50800000.0,Toyota,Land Cruiser Prado,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,2700,23000,3
20800000.0,Nissan,Serena,2025,Import,Automatic,MPV,Hybrid,1400,0,1
7350000.0,Toyota,Axio,2007,Used,Automatic,Saloon,Petrol,1500,154000,19
35750000.0,Toyota,Land Cruiser Prado,2015,Used,Tiptronic,SUV / 4x4,Diesel,3000,147500,11
6750000.0,Honda,Fit,2012,Used,Automatic,Hatchback,Hybrid,1300,128000,14
12000000.0,Toyota,Raize,2024,Used,Automatic,Hatchback,Hybrid,1000,27000,2
9989000.0,Chery,Tiggo 4 Pro,2025,Brand New,Automatic,SUV / 4x4,Petrol,1500,0,1
8875000.0,Toyota,Allion,2007,Used,Automatic,Saloon,Petrol,1500,180000,19
8500000.0,Mitsubishi,Lancer,2008,Used,Automatic,Saloon,Petrol,1500,197000,18
9200000.0,Toyota,Aqua,2016,Used,Automatic,Hatchback,Hybrid,1500,150000,10
5950000.0,Suzuki,Wagon R FX,2016,Used,Automatic,Hatchback,Petrol,660,190000,10
4200000.0,Micro,Panda Cross,2017,Used,Automatic,Hatchback,Petrol,998,35865,9
10750000.0,Toyota,Raize,2024,Used,Automatic,Hatchback,Petrol,1000,32000,2
19890000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,27,1
24700000.0,Mercedes Benz,Vito,2017,Used,Automatic,MPV,Diesel,2143,200000,9
6400000.0,Suzuki,Wagon R FX,2017,Used,Automatic,Unknown,Petrol,650,52000,9
11200000.0,Toyota,Roomy,2025,Reconditioned,Automatic,MPV,Petrol,1000,2000,1
6500000.0,Suzuki,Wagon R FZ,2017,Used,Automatic,Unknown,Hybrid,660,99599,9
7800000.0,Suzuki,Hustler,2025,Brand New,Automatic,SUV / 4x4,Hybrid,660,22,1
15000000.0,Audi,A3,2016,Used,Automatic,Saloon,Petrol,1400,105000,10
23950000.0,Mitsubishi,Triton GSR,2024,Import,Automatic,SUV / 4x4,Diesel,2500,2000,2
10500000.0,Toyota,Raize,2025,Import,Automatic,Hatchback,Petrol,1000,22445,1
10900000.0,Hyundai,Creta,2017,Used,Automatic,SUV / 4x4,Petrol,1599,37000,9
8275000.0,Hyundai,Tucson,2013,Used,Tiptronic,SUV / 4x4,Diesel,2000,176000,13
9600000.0,Toyota,Hilux,2007,Used,Manual,SUV / 4x4,Diesel,2500,187700,19
5800000.0,Kia,Picanto,2016,Used,Automatic,Hatchback,Petrol,1000,70000,10
8400000.0,Toyota,Aqua,2014,Used,Automatic,Hatchback,Petrol,1500,91000,12
4950000.0,Daihatsu,Mira,2016,Used,Automatic,Hatchback,Petrol,650,125750,10
6550000.0,Nissan,Leaf,2013,Used,Automatic,Hatchback,Electric,70,80000,13
19850000.0,Toyota,Yaris Cross,2024,Reconditioned,Automatic,Hatchback,Hybrid,1500,6000,2
24500000.0,Audi,A3,2025,Import,Automatic,Hatchback,Petrol,1500,1000,1
11450000.0,Audi,A4,2012,Used,Automatic,Saloon,Petrol,1800,138000,14
9000000.0,Nissan,Magnite,2025,Used,Tiptronic,SUV / 4x4,Petrol,1000,5400,1
90000000.0,Toyota,Land Cruiser Sahara,2025,Import,Automatic,SUV / 4x4,Petrol,3500,0,1
40000000.0,Ford,Mustang,2024,Used,Automatic,SUV / 4x4,Electric,198,19000,2
11000000.0,Toyota,Prius,2013,Used,Automatic,Unknown,Hybrid,1800,194000,13
37000000.0,Toyota,Land Cruiser Prado,2015,Used,Automatic,Hatchback,Petrol,2690,152000,11
13500000.0,Audi,A6,2013,Reconditioned,Automatic,Saloon,Hybrid,2000,145000,13
8800000.0,MG,ZS,2019,Used,Automatic,Hatchback,Petrol,1000,81000,7
29750000.0,Toyota,Hilux,2025,Brand New,Automatic,SUV / 4x4,Diesel,2800,0,1
13995000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1200,130,1
21000000.0,Ford,Raptor Ranger,2018,Used,Automatic,SUV / 4x4,Diesel,2000,127000,8
6600000.0,Honda,S660,2015,Used,Automatic,Convertible,Petrol,660,60000,11
9000000.0,Honda,Vezel,2014,Used,Automatic,SUV / 4x4,Petrol,1500,139000,12
5600000.0,DFSK,Glory,2021,Used,Manual,Unknown,Diesel,1300,67000,5
7850000.0,Toyota,Aqua,2014,Used,Automatic,Hatchback,Hybrid,1490,137000,12
7350000.0,Toyota,Vitz,2016,Used,Automatic,Hatchback,Petrol,1000,93193,10
20400000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
9300000.0,Toyota,Yaris,2023,Import,Automatic,Saloon,Petrol,1000,23000,3
2900000.0,Nissan,Sunny,1995,Used,Manual,Coupe/Sports,Petrol,1490,326555,31
4100000.0,Honda,City,2001,Used,Automatic,Saloon,Petrol,1499,193000,25
42500000.0,BMW,740Le,2018,Used,Tiptronic,Saloon,Petrol,2000,60000,8
10375000.0,Toyota,Axio,2014,Used,Automatic,Saloon,Hybrid,1500,96617,12
23800000.0,BMW,318i,2018,Used,Automatic,Saloon,Petrol,1500,39000,8
56000000.0,Ford,Mustang,2016,Used,Automatic,Convertible,Petrol,5000,11000,10
7000000.0,Toyota,Axio,2007,Used,Automatic,Saloon,Petrol,1490,201549,19
55000000.0,Land Rover,Range Rover,2018,Reconditioned,Automatic,SUV / 4x4,Hybrid,2000,44000,8
19190000.0,Honda,Vezel,2025,Brand New,Automatic,Hatchback,Hybrid,1500,100,1
6550000.0,Toyota,Yaris,2010,Used,Automatic,Saloon,Petrol,1300,179000,16
16900000.0,Mitsubishi,Montero,2011,Used,Tiptronic,SUV / 4x4,Petrol,3000,180000,15
37500000.0,Mercedes Benz,S400,2013,Used,Tiptronic,Saloon,Petrol,3500,89000,13
14350000.0,Toyota,Axio,2023,Reconditioned,Automatic,Saloon,Hybrid,1500,13000,3
13000000.0,Toyota,Raize,2023,Reconditioned,Automatic,SUV / 4x4,Petrol,1200,23000,3
14500000.0,Toyota,Land Cruiser Prado,2003,Reconditioned,Manual,SUV / 4x4,Petrol,2700,127000,23
13900000.0,Toyota,CHR,2018,Used,Automatic,SUV / 4x4,Petrol,1500,61105,8
26000000.0,Toyota,Hilux,2025,Brand New,Automatic,SUV / 4x4,Diesel,2800,0,1
46500000.0,Toyota,Land Cruiser Sahara,2011,Reconditioned,Automatic,SUV / 4x4,Diesel,4500,252000,15
8800000.0,Toyota,Yaris,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,24000,3
5975000.0,Micro,Actyon,2008,Used,Manual,SUV / 4x4,Diesel,2000,129900,18
14000000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1200,0,1
17750000.0,Honda,Vezel,2022,Reconditioned,Automatic,SUV / 4x4,Hybrid,1500,7000,4
34000000.0,Ford,Raptor Ranger,2025,Brand New,Automatic,SUV / 4x4,Diesel,2000,0,1
14100000.0,Honda,City,2025,Brand New,Automatic,Saloon,Petrol,1000,0,1
20000000.0,Honda,Vezel,2025,Brand New,Automatic,Hatchback,Hybrid,1500,0,1
7100000.0,Daihatsu,Mira,2025,Brand New,Automatic,Unknown,Petrol,660,0,1
38500000.0,Toyota,Land Cruiser Prado,2014,Reconditioned,Automatic,SUV / 4x4,Diesel,3000,176000,12
9200000.0,Toyota,Vitz,2019,Used,Automatic,Hatchback,Petrol,1000,82500,7
15750000.0,Toyota,Aqua,2024,Reconditioned,Automatic,Hatchback,Hybrid,1490,2500,2
