price,brand,model,year,condition,transmission,body_type,fuel_type,engine_capacity,mileage,car_age
8650000.0,Honda,N-WGN,2023,Reconditioned,Automatic,Hatchback,Petrol,650,3823,3
13500000.0,Nissan,Almera,2025,Brand New,Automatic,Saloon,Petrol,1000,0,1
9200000.0,Toyota,Yaris,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,18000,3
7500000.0,Suzuki,Wagon R,2023,Reconditioned,Automatic,Hatchback,Petrol,660,8000,3
9200000.0,Toyota,Yaris,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,39000,3
21500000.0,Mitsubishi,Montero,2013,Used,Automatic,SUV / 4x4,Diesel,3200,185000,13
8800000.0,Toyota,Prius,2010,Used,Automatic,Saloon,Petrol,1790,130000,16
6380000.0,Honda,Fit,2012,Used,Automatic,Hatchback,Petrol,1330,120000,14
9200000.0,Nissan,Magnite,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,50,1
125000000.0,Toyota,Land Cruiser Sahara,2025,Brand New,Tiptronic,SUV / 4x4,Diesel,3300,0,1
16950000.0,Toyota,Yaris,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,1500,25000,3
24500000.0,Toyota,Hilux,2025,Brand New,Tiptronic,SUV / 4x4,Diesel,2400,0,1
54500000.0,Toyota,Land Cruiser Prado,2023,Reconditioned,Automatic,SUV / 4x4,Petrol,2700,8635,3
72500000.0,Land Rover,Defender,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,2000,8056,3
5300000.0,Toyota,Vitz,2007,Used,Automatic,Hatchback,Petrol,1000,121000,19
55000000.0,Toyota,Land Cruiser Sahara,2013,Used,Automatic,Hatchback,Diesel,4600,105623,13
3350000.0,Maruti Suzuki,800,2012,Used,Manual,Hatchback,Petrol,800,310000,14
9200000.0,Nissan,Magnite,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
5400000.0,Suzuki,Alto,2018,Used,Automatic,Hatchback,Petrol,660,79000,8
72000000.0,Land Rover,Defender,2023,Reconditioned,Tiptronic,SUV / 4x4,Petrol,2000,12000,3
12650000.0,Toyota,Raize,2023,Used,Automatic,Saloon,Petrol,1200,15600,3
12695000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
9200000.0,Nissan,Magnite,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,50,1
21200000.0,Toyota,Yaris,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
22250000.0,BYD,Sealion 6,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
24900000.0,Mercedes Benz,Vito,2018,Used,Tiptronic,MPV,Diesel,2200,180000,8
12950000.0,Nissan,Almera,2024,Brand New,Automatic,Saloon,Petrol,1000,0,2
58500000.0,Toyota,Alphard,2025,Import,Automatic,MPV,Hybrid,2500,1000,1
7000000.0,Toyota,Aqua,2013,Used,Automatic,Hatchback,Hybrid,1490,190000,13
12385000.0,MG,ZS,2026,Brand New,Automatic,SUV / 4x4,Petrol,999,0,0
15850000.0,Honda,CRV,2018,Used,Automatic,SUV / 4x4,Petrol,1500,132000,8
7500000.0,Suzuki,Wagon R FX,2024,Reconditioned,Automatic,Unknown,Petrol,650,6000,2
36000000.0,Mercedes Benz,GLB,2025,Import,Automatic,SUV / 4x4,Hybrid,1400,0,1
6750000.0,Honda,Fit,2013,Used,Automatic,Hatchback,Hybrid,1300,216000,13
7725000.0,Nissan,Dayz,2023,Reconditioned,Automatic,Hatchback,Petrol,660,4800,3
4200000.0,Toyota,Sprinter,1997,Used,Automatic,Saloon,Petrol,1500,200000,29
8650000.0,Suzuki,Hustler,2025,Brand New,Automatic,Hatchback,Hybrid,650,0,1
7295000.0,Suzuki,Wagon R,2024,Reconditioned,Automatic,Hatchback,Petrol,660,1700,2
23500000.0,Ford,Raptor Ranger,2019,Used,Automatic,SUV / 4x4,Diesel,2000,32000,7
15200000.0,Audi,A3,2024,Reconditioned,Automatic,Hatchback,Hybrid,1000,3750,2
10000000.0,Toyota,Roomy,2023,Reconditioned,Automatic,Unknown,Petrol,1000,18000,3
3150000.0,Nissan,March,2001,Used,Automatic,Hatchback,Petrol,1000,172000,25
8390000.0,Toyota,Roomy,2023,Import,Automatic,MPV,Petrol,1000,17250,3
17000000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
13750000.0,Toyota,Raize,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,1200,7200,2
8499000.0,Hyundai,Venue,2019,Used,Automatic,Hatchback,Petrol,990,61000,7
8950000.0,Honda,Vezel,2014,Used,Automatic,SUV / 4x4,Petrol,1490,118000,12
12600000.0,Toyota,Raize,2025,Used,Automatic,Hatchback,Petrol,1000,7200,1
19500000.0,Honda,Vezel,2025,Import,Automatic,SUV / 4x4,Hybrid,1500,0,1
28800000.0,Ssang Yong,KGM Torres EVX,2025,Reconditioned,Automatic,SUV / 4x4,Petrol,900,0,1
8300000.0,Honda,Crossroad,2007,Used,Automatic,SUV / 4x4,Petrol,1790,225000,19
18300000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,200,1
20000000.0,Land Rover,Discovery,2010,Used,Automatic,SUV / 4x4,Diesel,2700,153000,16
3625000.0,Suzuki,Alto,2017,Used,Manual,Hatchback,Petrol,800,160000,9
6390000.0,Daihatsu,Mira,2023,Reconditioned,Automatic,Hatchback,Petrol,660,4000,3
6350000.0,Kia,Picanto,2016,Used,Automatic,Hatchback,Petrol,1000,53000,10
25000000.0,Mercedes Benz,GLB,2015,Reconditioned,Automatic,SUV / 4x4,Diesel,2100,136000,11
3850000.0,Suzuki,Swift,2003,Used,Automatic,Hatchback,Petrol,1320,188700,23
19000000.0,BMW,520d,2013,Used,Automatic,Saloon,Diesel,2000,147500,13
36500000.0,BMW,318i,2025,Import,Automatic,Saloon,Petrol,2000,2000,1
16850000.0,BMW,520d,2013,Used,Automatic,Saloon,Diesel,2000,114500,13
7050000.0,Suzuki,Wagon R Stingray,2018,Used,Automatic,Hatchback,Petrol,660,83500,8
11000000.0,Toyota,Axio,2016,Used,Automatic,Saloon,Hybrid,1500,108000,10
56500000.0,Toyota,Land Cruiser Prado,2025,Import,Automatic,SUV / 4x4,Petrol,2700,100,1
8990000.0,Toyota,Yaris,2024,Reconditioned,Automatic,Hatchback,Petrol,990,29000,2
2050000.0,Maruti Suzuki,800,2005,Used,Manual,Hatchback,Petrol,800,325000,21
5425000.0,Perodua,Axia,2016,Used,Automatic,Hatchback,Petrol,1000,86000,10
1990000.0,Suzuki,Maruti,2006,Used,Manual,Hatchback,Petrol,800,84585,20
33000000.0,Toyota,Hilux,2025,Brand New,Automatic,SUV / 4x4,Diesel,2800,16,1
5625000.0,Suzuki,Celerio,2019,Used,Automatic,Hatchback,Petrol,1000,78000,7
13650000.0,Mitsubishi,Pajero,2012,Used,Automatic,SUV / 4x4,Diesel,2600,195000,14
7275000.0,Suzuki,Grand Vitara,2007,Used,Automatic,SUV / 4x4,Petrol,1990,170000,19
18300000.0,Toyota,Yaris Ativ,2025,Brand New,Automatic,Saloon,Hybrid,1500,0,1
19500000.0,Mercedes Benz,C160,2017,Used,Automatic,Unknown,Petrol,1598,74499,9
7650000.0,Daihatsu,Canbus,2024,Reconditioned,Automatic,MPV,Petrol,660,1300,2
5500000.0,Honda,Integra,1998,Used,Manual,Unknown,Petrol,2000,175000,28
39500000.0,Toyota,Land Cruiser Sahara,2011,Used,Automatic,SUV / 4x4,Petrol,4600,140000,15
13950000.0,Kia,Sorento,2014,Used,Tiptronic,SUV / 4x4,Diesel,2200,171427,12
27500000.0,Mercedes Benz,CLA 180,2024,Import,Automatic,Saloon,Hybrid,1400,1500,2
12850000.0,Toyota,Raize,2023,Reconditioned,Automatic,Hatchback,Petrol,1200,9000,3
11500000.0,Hyundai,Venue,2026,Brand New,Automatic,Unknown,Petrol,1000,0,0
7600000.0,Suzuki,Wagon R FX,2023,Reconditioned,Automatic,Hatchback,Hybrid,660,5900,3
16000000.0,Mitsubishi,Montero,2011,Used,Automatic,SUV / 4x4,Diesel,2500,130000,15
11800000.0,Mitsubishi,Montero,2001,Used,Automatic,SUV / 4x4,Petrol,3500,198200,25
20500000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
13475000.0,Nissan,Aura,2022,Import,Automatic,Hatchback,Hybrid,1200,23000,4
7950000.0,Suzuki,Spacia,2024,Reconditioned,Automatic,Hatchback,Hybrid,660,9000,2
10500000.0,Suzuki,Fronx,2026,Brand New,Automatic,Unknown,Petrol,1000,0,0
19000000.0,Honda,Vezel,2025,Brand New,Automatic,Unknown,Hybrid,1500,0,1
17900000.0,Honda,Vezel,2023,Reconditioned,Automatic,Hatchback,Hybrid,1500,8000,3
7290000.0,Suzuki,Wagon R,2024,Reconditioned,Automatic,Hatchback,Petrol,650,1940,2
10400000.0,Toyota,Taisor,2026,Brand New,Automatic,Unknown,Petrol,1000,0,0
26500000.0,Mercedes Benz,Vito,2017,Used,Automatic,MPV,Diesel,2200,200000,9
5300000.0,Toyota,Vitz,2007,Used,Automatic,Hatchback,Petrol,1000,121000,19
26000000.0,Toyota,Hilux,2025,Brand New,Automatic,SUV / 4x4,Diesel,2800,35,1
33000000.0,Mercedes Benz,C200,2024,Import,Automatic,Saloon,Hybrid,1500,8000,2
19000000.0,Honda,Vezel,2026,Brand New,Tiptronic,Hatchback,Hybrid,1500,0,0
14500000.0,BMW,318i,2014,Used,Automatic,Saloon,Petrol,1500,52000,12
12100000.0,Kia,Other Model,2025,Brand New,Automatic,Unknown,Petrol,1000,0,1
24980000.0,Toyota,Prius,2024,Import,Automatic,Station wagon,Hybrid,1800,8700,2
10450000.0,Toyota,Yaris,2025,Reconditioned,Automatic,Hatchback,Petrol,1000,3500,1
36000000.0,Mercedes Benz,GLB,2025,Import,Automatic,SUV / 4x4,Hybrid,1400,0,1
29400000.0,Land Rover,Discovery,2015,Used,Automatic,SUV / 4x4,Diesel,3000,127000,11
33000000.0,Mercedes Benz,GLB,2024,Import,Automatic,Unknown,Hybrid,1400,4000,2
18500000.0,Honda,Vezel,2025,Brand New,Automatic,Hatchback,Petrol,1500,0,1
36500000.0,Land Rover,Discovery,2018,Used,Automatic,SUV / 4x4,Diesel,2000,53000,8
18500000.0,Honda,Vezel,2025,Brand New,Automatic,Hatchback,Hybrid,1500,0,1
17500000.0,Mitsubishi,Montero,2007,Used,Tiptronic,SUV / 4x4,Diesel,3200,156000,19
3390000.0,Datsun,Redi Go,2017,Used,Manual,Hatchback,Petrol,800,67000,9
14000000.0,Toyota,Axio,2025,Import,Automatic,Saloon,Hybrid,1500,2000,1
12590000.0,Toyota,Aqua,2022,Reconditioned,Automatic,Hatchback,Hybrid,1490,23000,4
8100000.0,Toyota,Passo,2023,Used,Automatic,Hatchback,Petrol,996,7800,3
58500000.0,Toyota,Land Cruiser Prado,2025,Brand New,Automatic,SUV / 4x4,Petrol,2700,50,1
17500000.0,BMW,320d,2013,Used,Automatic,Saloon,Diesel,1995,93000,13
10800000.0,Toyota,Allion,2012,Used,Automatic,Saloon,Petrol,1500,175000,14
9600000.0,Toyota,Yaris,2017,Used,Automatic,Saloon,Petrol,1300,81000,9
28500000.0,Nissan,X-Trail,2023,Reconditioned,Automatic,Hatchback,Hybrid,1500,7500,3
21500000.0,Toyota,Hilux,2025,Used,Automatic,SUV / 4x4,Diesel,2800,33,1
6380000.0,Honda,Fit,2012,Used,Automatic,Hatchback,Petrol,1330,120000,14
47000000.0,Toyota,Land Cruiser Prado,2017,Used,Automatic,SUV / 4x4,Petrol,2700,56000,9
18500000.0,Audi,A4,2017,Used,Automatic,Saloon,Petrol,1400,28000,9
8750000.0,Toyota,Roomy,2022,Reconditioned,Automatic,Hatchback,Petrol,1000,43291,4
49500000.0,Mercedes Benz,GLE 300D,2019,Used,Automatic,SUV / 4x4,Diesel,2000,70000,7
45850000.0,Land Rover,Range Rover,2024,Reconditioned,Automatic,Station wagon,Hybrid,1500,3900,2
12600000.0,Honda,Fit Shuttle,2018,Used,Automatic,Station wagon,Hybrid,1500,93000,8
8950000.0,MG,ZS,2019,Used,Automatic,SUV / 4x4,Petrol,1000,100000,7
2300000.0,Suzuki,Maruti,2010,Used,Manual,Hatchback,Petrol,800,62000,16
8500000.0,Nissan,ROOX HIGHWAY STAR X,2023,Reconditioned,Automatic,Hatchback,Hybrid,660,8000,3
27500000.0,Toyota,FJ Cruiser,2012,Used,Automatic,Unknown,Petrol,4000,48000,14
8800000.0,Toyota,Prius,2010,Used,Automatic,Saloon,Hybrid,1800,170000,16
9000000.0,MG,ZS,2018,Used,Automatic,SUV / 4x4,Petrol,1000,60000,8
13700000.0,Honda,City,2025,Brand New,Automatic,Saloon,Petrol,1500,0,1
8900000.0,Suzuki,Wagon R,2025,Brand New,Automatic,Hatchback,Petrol,650,0,1
11100000.0,Suzuki,Fronx,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
16200000.0,Toyota,Yaris Cross,2022,Reconditioned,Automatic,Hatchback,Hybrid,1500,20627,4
24500000.0,Honda,Step Wagon,2024,Reconditioned,Automatic,MPV,Petrol,1500,2800,2
8475000.0,Suzuki,Hustler,2023,Reconditioned,Automatic,Hatchback,Hybrid,650,17000,3
2100000.0,Kia,Spectra,2001,Used,Manual,Saloon,Petrol,1600,90000,25
13250000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
8350000.0,Daihatsu,Cast Activa,2023,Brand New,Automatic,Hatchback,Petrol,660,0,3
13700000.0,Honda,City,2025,Brand New,Automatic,Saloon,Petrol,1500,0,1
13200000.0,Nissan,Almera,2025,Brand New,Automatic,Saloon,Petrol,1000,0,1
7850000.0,Honda,Fit,2015,Used,Automatic,Hatchback,Hybrid,1500,195000,11
9200000.0,Hyundai,Tucson,2013,Used,Automatic,SUV / 4x4,Diesel,2000,82899,13
6375000.0,Daihatsu,Mira,2023,Reconditioned,Automatic,Hatchback,Petrol,660,5000,3
17200000.0,Honda,Vezel,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,1490,15000,3
8700000.0,Toyota,Yaris,2023,Import,Automatic,Unknown,Petrol,1000,25000,3
17800000.0,Toyota,Yaris Cross,2025,Brand New,Automatic,Hatchback,Hybrid,1500,0,1
4550000.0,Nissan,Sunny,2003,Used,Automatic,Saloon,Petrol,1500,119000,23
18300000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
19800000.0,Honda,Vezel,2026,Import,Automatic,SUV / 4x4,Hybrid,1500,0,0
3500000.0,Suzuki,Wagon R,2003,Used,Automatic,Hatchback,Petrol,650,100000,23
8500000.0,Nissan,Roox,2023,Brand New,Automatic,MPV,Petrol,660,0,3
11100000.0,Suzuki,Fronx,2026,Brand New,Automatic,Hatchback,Petrol,1000,0,0
9000000.0,Honda,N-Box,2024,Reconditioned,Automatic,Hatchback,Petrol,650,1771,2
5950000.0,Toyota,Vitz,2008,Used,Automatic,Hatchback,Petrol,1000,125000,18
18300000.0,Toyota,Yaris Ativ,2025,Brand New,Automatic,Saloon,Hybrid,1500,0,1
8550000.0,Suzuki,Wagon R,2023,Reconditioned,Automatic,Hatchback,Petrol,650,8381,3
8500000.0,MG,ZS,2018,Used,Automatic,SUV / 4x4,Petrol,1000,40000,8
8875000.0,Suzuki,Wagon R ZX,2025,Brand New,Automatic,Hatchback,Hybrid,660,0,1
16975000.0,Honda,Vezel,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,1500,10000,3
19600000.0,Honda,Vezel,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,1500,8500,2
27900000.0,Toyota,Hilux,2026,Import,Automatic,SUV / 4x4,Diesel,2800,0,0
8800000.0,MG,ZS,2018,Used,Automatic,SUV / 4x4,Petrol,1500,80179,8
8590000.0,Nissan,Magnite,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
10510000.0,Toyota,Premio,2013,Used,Automatic,Saloon,Petrol,1496,145000,13
12500000.0,Kia,Other Model,2025,Used,Automatic,SUV / 4x4,Petrol,1000,9750,1
17200000.0,Honda,Vezel,2023,Reconditioned,Automatic,SUV / 4x4,Hybrid,1490,15000,3
41500000.0,Toyota,Land Cruiser Prado,2017,Used,Automatic,SUV / 4x4,Petrol,2700,94000,9
17485000.0,MG,ZS,2026,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,0
6750000.0,Nissan,Other Model,1998,Used,Automatic,Unknown,Petrol,2000,86000,28
9450000.0,Toyota,Roomy,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,11756,3
13700000.0,Mitsubishi,Outlander,2014,Used,Automatic,SUV / 4x4,Hybrid,2000,174999,12
27000000.0,BMW,220i,2025,Import,Automatic,Saloon,Petrol,1500,5000,1
10500000.0,Suzuki,Spacia,2025,Brand New,Automatic,Hatchback,Hybrid,650,0,1
1650000.0,Toyota,Harrier,2015,Reconditioned,Automatic,Hatchback,Hybrid,250,115000,11
32800000.0,Ford,Ranger,2024,Brand New,Automatic,Hatchback,Diesel,3000,0,2
11100000.0,Suzuki,Fronx,2026,Brand New,Automatic,Hatchback,Petrol,1000,0,0
16775000.0,Toyota,Yaris Cross,2024,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,2
13500000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Petrol,1200,6000,1
55000000.0,Toyota,Land Cruiser Prado,2025,Import,Automatic,SUV / 4x4,Petrol,2700,0,1
15500000.0,Audi,A3,2023,Import,Automatic,Saloon,Petrol,1000,10000,3
32500000.0,Mercedes Benz,C200,2024,Import,Automatic,Saloon,Petrol,1500,8000,2
33000000.0,Mercedes Benz,Other Model,2024,Import,Automatic,SUV / 4x4,Hybrid,1400,4000,2
15500000.0,Peugeot,5008,2019,Used,Automatic,SUV / 4x4,Petrol,1200,120000,7
5490000.0,Suzuki,Wagon R FZ,2014,Used,Automatic,Hatchback,Hybrid,650,153000,12
38500000.0,Peugeot,5008,2025,Brand New,Automatic,Hatchback,Hybrid,1300,0,1
29600000.0,Ford,Raptor Ranger,2024,Brand New,Tiptronic,Coupe/Sports,Diesel,3000,0,2
22500000.0,Mitsubishi,L200,2025,Used,Tiptronic,Unknown,Diesel,2400,4500,1
5500000.0,DFSK,Glory,2020,Used,Manual,Station wagon,Diesel,1300,73000,6
6800000.0,Toyota,Avanza,2011,Used,Manual,Unknown,Petrol,1500,145000,15
6790000.0,Suzuki,Wagon R Stingray,2018,Reconditioned,Automatic,Hatchback,Hybrid,660,110000,8
12290000.0,Toyota,Taisor,2024,Brand New,Automatic,SUV / 4x4,Petrol,1000,10,2
9500000.0,Suzuki,XBee,2023,Reconditioned,Automatic,Hatchback,Hybrid,1000,34000,3
17300000.0,Toyota,Hilux,2017,Used,Automatic,SUV / 4x4,Diesel,3000,67500,9
11290000.0,Toyota,Raize,2024,Reconditioned,Automatic,Hatchback,Petrol,1000,1400,2
8650000.0,Toyota,Vitz,2019,Used,Automatic,Hatchback,Petrol,1000,35000,7
12100000.0,Mitsubishi,Outlander,2013,Used,Automatic,SUV / 4x4,Hybrid,2000,100000,13
5475000.0,Toyota,Corolla,2006,Used,Manual,Saloon,Petrol,1300,185000,20
4490000.0,Perodua,Viva Elite,2011,Used,Automatic,Hatchback,Petrol,1000,167320,15
10190000.0,Toyota,Roomy,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,15000,3
7150000.0,Mitsubishi,Lancer,2011,Used,Automatic,Saloon,Petrol,1000,128000,15
13950000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1200,0,1
8390000.0,Toyota,Roomy,2023,Import,Automatic,MPV,Petrol,1000,17250,3
7200000.0,Toyota,Rush,2007,Used,Automatic,SUV / 4x4,Petrol,1500,240000,19
2775000.0,Toyota,Corolla,1997,Used,Automatic,Station wagon,Diesel,1970,293846,29
3150000.0,Suzuki,Alto,2000,Used,Automatic,Saloon,Petrol,660,323475,26
1700000.0,Suzuki,Maruti,1999,Used,Manual,Hatchback,Petrol,800,16734,27
16000000.0,Isuzu,MU-X,2015,Used,Automatic,SUV / 4x4,Diesel,3000,178000,11
53500000.0,Toyota,Land Cruiser Prado,2023,Reconditioned,Automatic,SUV / 4x4,Petrol,2700,13032,3
4500000.0,Suzuki,Celerio,2015,Used,Manual,Hatchback,Petrol,1000,100989,11
8650000.0,Suzuki,Wagon R ZX,2025,Brand New,Automatic,Unknown,Hybrid,650,75,1
9150000.0,Honda,Grace,2015,Used,Automatic,Saloon,Hybrid,1500,170000,11
90000000.0,Toyota,Land Cruiser Prado,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,3440,4682,2
12950000.0,Toyota,Land Cruiser Prado,1998,Used,Automatic,SUV / 4x4,Diesel,3000,225000,28
3750000.0,Suzuki,Alto,2015,Used,Manual,Hatchback,Petrol,800,130000,11
13500000.0,Toyota,RAV4,2015,Used,Automatic,SUV / 4x4,Petrol,2400,93000,11
5975000.0,Micro,Actyon,2008,Used,Manual,SUV / 4x4,Diesel,2000,129900,18
1790000.0,Chery,QQ,2007,Used,Manual,Hatchback,Petrol,800,69700,19
8750000.0,Daihatsu,Taft,2025,Brand New,Automatic,Hatchback,Petrol,650,200,1
8500000.0,Toyota,Vitz,2018,Used,Automatic,Hatchback,Petrol,990,47000,8
12200000.0,Nissan,X-Trail,2015,Used,Automatic,SUV / 4x4,Petrol,2000,120000,11
7375000.0,Nissan,Dayz,2023,Reconditioned,Automatic,Station wagon,Petrol,660,9000,3
12100000.0,Mitsubishi,Outlander,2013,Used,Automatic,SUV / 4x4,Hybrid,2000,100000,13
6600000.0,Toyota,Allion,2003,Used,Automatic,Saloon,Petrol,1500,151000,23
7990000.0,Proton,Saga,2023,Used,Tiptronic,Saloon,Petrol,1200,6000,3
9100000.0,Nissan,Magnite,2025,Used,Automatic,SUV / 4x4,Petrol,1000,3400,1
6590000.0,Daihatsu,Mira,2025,Used,Automatic,Hatchback,Petrol,650,5913,1
3200000.0,Ssang Yong,Musso,1996,Used,Automatic,SUV / 4x4,Diesel,2400,315000,30
12500000.0,Kia,Sorento,2010,Used,Automatic,SUV / 4x4,Diesel,2190,145000,16
2490000.0,Hyundai,Accent,2003,Used,Manual,Saloon,Petrol,1300,199000,23
6850000.0,Suzuki,Wagon R FZ,2018,Used,Automatic,Hatchback,Hybrid,650,76675,8
14550000.0,Mitsubishi,L200,2016,Used,Automatic,Unknown,Diesel,2500,121000,10
10590000.0,Toyota,Prius,2013,Used,Automatic,Saloon,Hybrid,1790,183238,13
8750000.0,Daihatsu,Taft,2025,Brand New,Automatic,Hatchback,Petrol,650,200,1
11790000.0,Honda,Vezel,2017,Used,Automatic,SUV / 4x4,Hybrid,1490,148872,9
11075000.0,Kia,Other Model,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
19500000.0,Honda,Vezel,2025,Import,Automatic,SUV / 4x4,Hybrid,1500,0,1
29900000.0,Tesla,Model 3,2024,Brand New,Automatic,Saloon,Electric,194,0,2
17000000.0,Toyota,Corolla,2024,Reconditioned,Automatic,Saloon,Petrol,1500,7105,2
18500000.0,Audi,A3,2023,Reconditioned,Automatic,Saloon,Petrol,1000,8000,3
13950000.0,Mitsubishi,Montero,2012,Used,Automatic,SUV / 4x4,Diesel,2500,195000,14
12890000.0,Kia,Other Model,2025,Brand New,Automatic,SUV / 4x4,Petrol,998,10,1
24475000.0,Toyota,Hilux,2025,Brand New,Automatic,SUV / 4x4,Diesel,2800,0,1
27850000.0,Toyota,Land Cruiser Prado,2012,Used,Automatic,SUV / 4x4,Petrol,2694,128000,14
20800000.0,Nissan,Serena,2025,Import,Automatic,MPV,Hybrid,1400,0,1
27500000.0,Mercedes Benz,Other Model,2024,Import,Automatic,Saloon,Hybrid,1300,1500,2
8975000.0,Honda,Vezel,2014,Used,Automatic,SUV / 4x4,Hybrid,1500,155000,12
29875000.0,Ford,Ranger,2024,Brand New,Automatic,SUV / 4x4,Diesel,3000,0,2
10000000.0,Toyota,Axio,2015,Used,Automatic,Saloon,Hybrid,1500,108000,11
26500000.0,BMW,X5,2016,Used,Automatic,SUV / 4x4,Hybrid,1997,42300,10
10500000.0,Renault,Other Model,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
12500000.0,Honda,Civic,2017,Used,Automatic,Unknown,Petrol,1000,85000,9
34500000.0,BMW,i8,2018,Used,Automatic,Coupe/Sports,Hybrid,1500,30000,8
5800000.0,Nissan,Navara,2006,Used,Manual,SUV / 4x4,Diesel,2500,150000,20
1990000.0,Tata,Indica,2006,Used,Manual,Hatchback,Petrol,1398,45000,20
52000000.0,Jeep,Wrangler,2025,Import,Automatic,SUV / 4x4,Petrol,2000,1000,1
12475000.0,Volkswagen,Other Model,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
20850000.0,Toyota,Yaris Cross,2025,Brand New,Automatic,SUV / 4x4,Petrol,1500,0,1
2800000.0,Toyota,Corona,1993,Used,Manual,Saloon,Diesel,2000,292455,33
11475000.0,Volkswagen,Other Model,2025,Brand New,Automatic,Hatchback,Petrol,1000,0,1
3390000.0,Suzuki,Wagon R,2007,Used,Manual,Unknown,Petrol,1061,154960,19
18200000.0,Honda,Vezel,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1500,0,1
5150000.0,Nissan,Tiida,2010,Used,Automatic,Saloon,Petrol,1500,201000,16
66500000.0,Land Rover,Defender,2023,Used,Automatic,SUV / 4x4,Petrol,2000,12000,3
2500000.0,Suzuki,Alto,2003,Used,Manual,Hatchback,Petrol,800,131000,23
11350000.0,Toyota,Taisor,2024,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,2
13800000.0,Toyota,Raize,2025,Brand New,Automatic,SUV / 4x4,Hybrid,1200,0,1
23800000.0,Mitsubishi,Triton GSR,2024,Import,Automatic,SUV / 4x4,Diesel,2400,10000,2
2850000.0,Hyundai,Matrix,2002,Used,Automatic,MPV,Petrol,1600,254336,24
19750000.0,Audi,A3,2023,Reconditioned,Automatic,Saloon,Petrol,1200,2500,3
9200000.0,Nissan,X-Trail,2012,Used,Automatic,SUV / 4x4,Petrol,2500,215000,14
11800000.0,Ford,Kuga,2015,Used,Automatic,SUV / 4x4,Petrol,1500,134000,11
37000000.0,Volkswagen,Tiguan,2024,Reconditioned,Automatic,SUV / 4x4,Petrol,1500,5300,2
15300000.0,Volkswagen,Golf,2023,Reconditioned,Automatic,Hatchback,Petrol,1000,14000,3
2800000.0,Suzuki,Baleno,1996,Used,Manual,Hatchback,Petrol,1300,100000,30
32000000.0,Porsche,Panamera,2014,Used,Automatic,Saloon,Hybrid,3000,74000,12
18000000.0,BYD,ATTO 3,2025,Reconditioned,Automatic,SUV / 4x4,Electric,100,8000,1
15675000.0,Toyota,Axio,2025,Brand New,Automatic,Saloon,Hybrid,1500,0,1
6850000.0,Toyota,Passo,2015,Used,Automatic,Saloon,Petrol,990,115500,11
8990000.0,Nissan,Roox,2024,Brand New,Automatic,Hatchback,Hybrid,660,1000,2
9700000.0,Honda,Vezel,2014,Used,Automatic,SUV / 4x4,Petrol,1500,140000,12
8250000.0,Toyota,Axio,2009,Used,Automatic,Saloon,Petrol,1500,96000,17
7400000.0,Honda,Fit,2014,Used,Automatic,Hatchback,Hybrid,1500,139000,12
7500000.0,Suzuki,Wagon R FX,2025,Brand New,Automatic,Unknown,Petrol,658,0,1
36000000.0,Mercedes Benz,C200,2024,Import,Automatic,Saloon,Petrol,1500,15000,2
11350000.0,Toyota,Taisor,2025,Brand New,Automatic,SUV / 4x4,Petrol,1000,0,1
2600000.0,Hyundai,Accent,2000,Used,Manual,Saloon,Petrol,1300,155000,26
